,STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT06,WT08
215,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-03,2.91,0.0,0.0,0.0,,80,66,,,,,,
216,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-04,2.01,0.0,0.0,0.0,,81,67,,,,,,
217,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-05,3.8,0.0,0.0,0.0,,83,69,,,,,,
218,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-06,5.14,0.05,0.0,0.0,,87,72,1.0,,,,,1.0
219,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-07,4.03,0.0,0.0,0.0,,86,70,,,,,,
220,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-08,1.34,0.0,0.0,0.0,,86,71,,,,,,
221,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-09,2.68,0.0,0.0,0.0,,87,71,,,,,,
222,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-10,4.03,0.09,0.0,0.0,,86,75,1.0,,,,,1.0
223,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-11,4.47,0.15,0.0,0.0,,91,74,1.0,,,,,1.0
224,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-12,5.14,0.32,0.0,0.0,,93,73,1.0,,,,,1.0
225,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-13,4.03,0.0,0.0,0.0,,96,81,,,,,,
226,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-14,3.8,0.06,0.0,0.0,,94,78,1.0,,,,,1.0
227,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-15,2.91,0.0,0.0,0.0,,92,77,,,,,,
228,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-16,4.03,0.11,0.0,0.0,,87,78,1.0,,,,,1.0
229,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-17,5.37,0.01,0.0,0.0,,85,77,,,,,,
230,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-18,1.57,0.03,0.0,0.0,,85,72,1.0,,,,,
231,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-19,2.24,0.01,0.0,0.0,,88,74,1.0,,,,,
232,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-20,4.7,0.82,0.0,0.0,,83,70,1.0,1.0,,,,1.0
233,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-21,4.25,0.31,0.0,0.0,,86,73,1.0,,,,,1.0
234,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-22,5.82,0.0,0.0,0.0,,79,65,,,,,,
235,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-23,1.79,0.0,0.0,0.0,,82,61,,,,,,
236,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-24,,0.0,0.0,0.0,,88,68,,,,,,
237,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-25,,0.01,0.0,0.0,,86,69,,,,,,
238,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-26,,0.0,0.0,0.0,,90,75,,,,,,
239,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-27,2.68,0.0,0.0,0.0,,89,73,,,,,,
240,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-28,2.46,0.0,0.0,0.0,,89,72,,,,,,
241,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-29,5.37,0.0,0.0,0.0,,91,74,,,,,,
242,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-30,3.13,0.0,0.0,0.0,,86,69,,,,,,
243,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-08-31,3.36,0.0,0.0,0.0,,89,74,,,,,,1.0
244,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-01,1.79,0.5,0.0,0.0,,79,69,1.0,,,,,1.0
245,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-02,6.04,0.0,0.0,0.0,,81,66,,,,,,
246,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-03,6.71,0.0,0.0,0.0,,75,66,,,,,,
247,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-04,6.71,0.0,0.0,0.0,,80,65,,,,,,
248,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-05,7.61,0.0,0.0,0.0,,84,65,,,,,,
249,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-06,9.62,0.0,0.0,0.0,,80,71,1.0,,,,,1.0
250,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-07,6.49,0.0,0.0,0.0,,85,71,1.0,,,,,1.0
251,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-08,2.68,0.0,0.0,0.0,,89,71,1.0,,,,,1.0
252,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-09,3.8,0.22,0.0,0.0,,91,75,1.0,,,,,1.0
253,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-10,4.03,0.0,0.0,0.0,,90,74,1.0,,,,,1.0
254,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-11,5.82,0.0,0.0,0.0,,83,67,,,,,,
255,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-12,4.25,0.0,0.0,0.0,,78,62,,,,,,
256,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-13,4.03,0.0,0.0,0.0,,83,64,,,,,,
257,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-14,4.92,0.56,0.0,0.0,,91,67,1.0,,,,,1.0
258,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-15,4.92,0.0,0.0,0.0,,74,61,,,,,,
259,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-16,2.68,0.0,0.0,0.0,,73,61,,,,,,
260,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-17,3.36,0.0,0.0,0.0,,77,59,,,,,,
261,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-18,3.58,0.0,0.0,0.0,,82,70,,,,,,
262,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-19,2.46,0.68,0.0,0.0,,76,69,1.0,,,,,
263,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-20,2.24,0.0,0.0,0.0,,82,68,1.0,,,,,
264,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-21,3.8,0.0,0.0,0.0,,84,68,1.0,,,,,
265,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-22,2.46,0.0,0.0,0.0,,86,65,,,,,,
266,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-23,1.79,0.01,0.0,0.0,,87,64,1.0,,,,,
267,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-24,5.14,0.2,0.0,0.0,,71,58,1.0,,,,,
268,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-25,2.91,0.0,0.0,0.0,,70,54,,,,,,
269,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-26,4.47,0.0,0.0,0.0,,74,54,,,,,,
270,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-27,3.13,0.22,0.0,0.0,,74,64,1.0,,,,,
271,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-28,8.05,0.0,0.0,0.0,,69,56,1.0,,,,,1.0
272,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-29,11.18,0.0,0.0,0.0,,64,57,1.0,,,,,
273,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-09-30,9.62,0.4,0.0,0.0,,59,56,1.0,,,,,1.0
274,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-01,7.61,0.0,0.0,0.0,,62,56,1.0,,,,,
275,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-02,2.68,0.0,0.0,0.0,,63,57,1.0,,,,,1.0
276,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-03,2.24,0.0,0.0,0.0,,72,60,1.0,,,,,1.0
277,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-04,7.61,0.0,0.0,0.0,,69,60,,,,,,
278,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-05,4.7,0.0,0.0,0.0,,67,53,,,,,,
279,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-06,2.01,0.0,0.0,0.0,,73,55,1.0,,,,,
280,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-07,2.46,0.0,0.0,0.0,,75,57,1.0,,,,,1.0
281,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-08,2.01,0.23,0.0,0.0,,68,58,1.0,,,,,
282,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-09,7.38,0.55,0.0,0.0,,65,51,1.0,,,,,
283,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-10,4.7,0.0,0.0,0.0,,64,47,,,,,,
284,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-11,3.58,0.0,0.0,0.0,,63,46,,,,,,
285,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-12,1.12,0.0,0.0,0.0,,66,53,,,,,,
286,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-13,2.91,0.0,0.0,0.0,,67,53,1.0,,,,,
287,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-14,4.7,0.0,0.0,0.0,,62,47,,,,,,
288,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-15,3.13,0.0,0.0,0.0,,65,45,,,,,,
289,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-16,4.03,0.0,0.0,0.0,,69,53,,,,,,
290,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-17,2.68,0.0,0.0,0.0,,81,63,,,,,,1.0
291,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-18,4.03,0.0,0.0,0.0,,81,67,,,,,,1.0
292,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-19,4.47,0.0,0.0,0.0,,85,65,,,,,,
293,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-20,6.26,0.0,0.0,0.0,,70,62,1.0,,,,,1.0
294,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-21,2.24,1.11,0.0,0.0,,69,57,1.0,,,,,
295,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-22,10.51,0.29,0.0,0.0,,57,47,1.0,,,,,
296,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-23,8.5,0.0,0.0,0.0,,61,45,,,,,,
297,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-24,6.04,0.0,0.0,0.0,,62,47,,,,,,1.0
298,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-25,6.49,0.0,0.0,0.0,,52,43,,,,,,
299,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-26,4.03,0.0,0.0,0.0,,51,38,,,,,,
300,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-27,5.14,1.41,0.0,0.0,,55,40,1.0,,,,,
301,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-28,8.28,0.0,0.0,0.0,,51,42,1.0,,,,,
302,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-29,4.25,0.0,0.0,0.0,,64,39,,,,,,
303,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-30,3.8,0.56,0.0,0.0,,76,54,1.0,,,,,
304,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-10-31,4.92,0.0,0.0,0.0,,54,44,,,,,,
305,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-01,3.13,0.0,0.0,0.0,,58,40,,,,,,
306,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-02,3.13,0.0,0.0,0.0,,70,54,,,,,,
307,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-03,5.14,0.0,0.0,0.0,,72,57,,,,,,1.0
308,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-04,4.7,0.0,0.0,0.0,,61,47,,,,,,
309,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-05,3.13,0.0,0.0,0.0,,62,44,,,,,,
310,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-06,7.61,0.0,0.0,0.0,,59,45,,,,,,
311,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-07,5.37,0.0,0.0,0.0,,53,41,,,,,,
312,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-08,2.46,0.0,0.0,0.0,,66,41,,,,,,
313,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-09,3.58,0.06,0.0,0.0,,59,49,1.0,,,,,1.0
314,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-10,5.82,0.0,0.0,0.0,,56,40,,,,,,
315,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-11,8.28,0.0,0.0,0.0,,63,41,,,,,,
316,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-12,5.37,0.0,0.0,0.0,,50,37,,,,,,
317,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-13,5.37,0.0,0.0,0.0,,61,41,,,,,,
318,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-14,3.58,0.0,0.0,0.0,,62,46,,,,,,1.0
319,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-15,5.59,1.81,0.0,0.0,,56,47,1.0,1.0,,,,
320,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-16,4.03,0.0,0.0,0.0,,61,45,,,,,,
321,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-17,4.25,0.0,0.0,0.0,,61,49,,,,,,
322,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-18,2.46,0.0,0.0,0.0,,64,44,,,,,,
323,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-19,4.92,0.25,0.0,0.0,,63,37,1.0,,,,,
324,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-20,10.29,0.31,0.0,0.0,,42,34,1.0,,,,,
325,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-21,13.2,0.0,0.0,0.0,,41,36,,,,,,
326,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-22,9.62,0.0,0.0,0.0,,41,37,,,,,,
327,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-23,4.92,0.0,0.0,0.0,,45,35,,,,,,
328,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-24,4.47,0.03,0.0,0.0,,48,38,1.0,,,,,
329,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-25,2.01,0.02,0.0,0.0,,54,45,1.0,,,,,1.0
330,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-26,4.47,0.0,0.0,0.0,,50,40,1.0,,,,,1.0
331,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-27,4.7,0.0,0.0,0.0,,50,39,,,,,,
332,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-28,3.36,0.0,0.0,0.0,,52,38,,,,,,
333,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-29,4.92,2.2,0.0,0.0,,60,51,1.0,,,,,
334,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-11-30,6.26,0.73,0.0,0.0,,58,50,1.0,,,,,1.0
335,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-01,7.61,0.07,0.0,0.0,,54,42,1.0,,,,,
336,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-02,8.72,0.0,0.0,0.0,,51,40,,,,,,
337,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-03,8.72,0.0,0.0,0.0,,47,41,,,,,,
338,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-04,4.92,0.0,0.0,0.0,,47,39,,,,,,
339,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-05,5.59,0.19,0.0,0.0,,49,38,1.0,,,,,
340,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-06,5.37,0.35,0.0,0.0,,46,37,1.0,,,,,
341,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-07,3.8,0.09,0.0,0.0,,46,40,1.0,,,,,1.0
342,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-08,,0.0,0.0,0.0,,45,35,,,,,,
343,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-09,,0.0,0.0,0.0,,39,29,,,,,,
344,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-10,6.04,0.0,0.0,0.0,,35,28,,,,,,
345,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-11,4.03,0.03,0.4,0.0,,35,28,1.0,,,,,1.0
346,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-12,6.26,0.5,0.0,0.0,,46,34,1.0,,,,,
347,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-13,4.03,0.0,0.0,0.0,,43,35,,,,,,
348,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-14,5.59,0.0,0.0,0.0,,42,34,,,,,,
349,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-15,10.96,0.0,0.0,0.0,,34,19,,,,,,1.0
350,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-16,6.04,0.0,0.0,0.0,,27,17,,,,,,
351,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-17,4.25,0.73,2.8,2.0,,39,24,1.0,,,,1.0,1.0
352,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-18,7.38,0.04,0.0,1.2,,58,31,1.0,1.0,,,,
353,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-19,6.71,0.0,0.0,0.0,,31,23,,,,,,
354,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-20,3.13,0.0,0.0,0.0,,33,20,,,,,,
355,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-21,2.91,0.0,0.0,0.0,,40,30,,,,,,
356,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-22,6.26,0.0,0.0,0.0,,49,37,,,,,,
357,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-23,6.49,0.0,0.0,0.0,,47,38,,,,,,
358,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-24,4.92,0.47,0.0,0.0,,47,38,1.0,,,,,
359,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-25,6.26,0.0,0.0,0.0,,50,36,,,,,,
360,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-26,6.49,0.02,0.0,0.0,,50,33,1.0,,,,,1.0
361,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-27,7.16,0.0,0.0,0.0,,60,40,1.0,,,,,
362,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-28,5.14,0.0,0.0,0.0,,40,34,,,,,,
363,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-29,5.37,0.39,0.0,0.0,,46,33,1.0,,,,,
364,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-30,9.4,0.01,0.0,0.0,,40,33,1.0,,,,,
365,USW00094728,"NY CITY CENTRAL PARK, NY US",2016-12-31,6.93,0.0,0.0,0.0,,44,31,,,,,,
366,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-01,5.59,0.0,0.0,0.0,,48,40,,,,,,1.0
367,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-02,9.17,0.21,0.0,0.0,,41,37,1.0,,,1.0,,
368,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-03,10.74,0.58,0.0,0.0,,43,39,1.0,,,,,
369,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-04,8.05,0.0,0.0,0.0,,52,34,1.0,,,,,1.0
370,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-05,7.83,0.0,0.0,0.0,,34,27,,,,,,
371,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-06,4.7,0.05,1.2,1.2,,33,25,1.0,,,,,1.0
372,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-07,7.61,0.32,5.1,0.0,,26,20,1.0,1.0,,,,1.0
373,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-08,8.72,0.0,0.0,3.9,,25,16,,,,,,
374,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-09,5.14,0.0,0.0,3.1,,23,14,,,,,,
375,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-10,4.7,0.0,0.0,3.1,,46,21,,,,,,
376,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-11,5.82,0.52,0.0,0.0,,52,42,1.0,,,,,
377,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-12,7.61,0.05,0.0,0.0,,66,47,1.0,,,,,
378,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-13,7.16,0.0,0.0,0.0,,62,32,,,,,,
379,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-14,4.25,0.12,0.6,0.0,,34,28,1.0,1.0,,,,
380,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-15,4.25,0.0,0.0,1.2,,38,30,,,,,,
381,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-16,4.7,0.0,0.0,0.0,,43,30,,,,,,
382,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-17,4.92,0.35,0.0,0.0,,42,38,1.0,,,,,1.0
383,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-18,5.82,0.06,0.0,0.0,,41,38,1.0,,,,,
384,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-19,3.58,0.0,0.0,0.0,,49,39,,,,,,
385,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-20,4.03,0.1,0.0,0.0,,45,40,1.0,,,,,
386,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-21,3.8,0.0,0.0,0.0,,49,41,1.0,,,,,1.0
387,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-22,6.71,0.05,0.0,0.0,,48,43,1.0,1.0,,,,1.0
388,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-23,18.34,1.16,0.0,0.0,,44,36,1.0,,,,,
389,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-24,10.07,1.18,0.0,0.0,,38,35,1.0,,,,,
390,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-25,6.71,0.0,0.0,0.0,,51,36,,,,,,
391,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-26,6.71,0.02,0.0,0.0,,56,43,,,,,,
392,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-27,8.95,0.0,0.0,0.0,,43,36,,,,,,
393,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-28,7.83,0.0,0.0,0.0,,39,34,,,,,,
394,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-29,5.82,0.0,0.0,0.0,,43,35,,,,,,
395,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-30,6.26,0.0,0.0,0.0,,37,30,,,,,,
396,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-01-31,4.03,0.06,1.0,0.0,,34,26,1.0,1.0,,,,1.0
397,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-01,5.82,0.0,0.0,0.0,,47,33,,,,,,
398,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-02,5.37,0.0,0.0,0.0,,45,32,,,,,,
399,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-03,6.71,0.0,0.0,0.0,,33,26,,,,,,
400,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-04,8.5,0.0,0.0,0.0,,34,22,,,,,,
401,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-05,7.16,0.0,0.0,0.0,,43,31,,,,,,
402,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-06,5.14,0.0,0.0,0.0,,49,36,,,,,,
403,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-07,6.71,0.27,0.0,0.0,,42,36,1.0,,,,,1.0
404,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-08,4.7,0.03,0.0,0.0,,62,38,1.0,,,,,1.0
405,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-09,12.3,1.16,9.4,2.0,,44,19,1.0,1.0,,,,1.0
406,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-10,8.5,0.0,0.0,7.9,,32,19,,,,,,1.0
407,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-11,4.03,0.0,0.0,5.1,,48,30,,,,,,
408,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-12,7.16,0.46,0.0,2.0,,40,30,1.0,,,,1.0,
409,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-13,12.3,0.02,0.0,2.0,,39,31,1.0,,,,,
410,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-14,5.37,0.0,0.0,2.0,,41,28,,,,,,
411,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-15,6.49,0.0,0.0,0.0,,47,35,,,,,,
412,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-16,10.51,0.0,0.0,0.0,,35,28,,,,,,
413,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-17,8.5,0.0,0.0,0.0,,41,26,,,,,,
414,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-18,5.82,0.0,0.0,0.0,,63,35,,,,,,
415,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-19,5.59,0.0,0.0,0.0,,65,53,,,,,,
416,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-20,7.38,0.0,0.0,0.0,,55,39,,,,,,
417,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-21,5.82,0.0,0.0,0.0,,47,34,,,,,,
418,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-22,2.91,0.0,0.0,0.0,,57,42,,,,,,
419,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-23,3.58,0.0,0.0,0.0,,65,44,1.0,,,,,1.0
420,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-24,6.04,0.0,0.0,0.0,,70,58,,,,,,
421,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-25,6.71,0.54,0.0,0.0,,63,44,1.0,,,,,
422,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-26,8.95,0.0,0.0,0.0,,44,36,,,,,,
423,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-27,5.59,0.0,0.0,0.0,,54,35,,,,,,
424,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-02-28,4.03,0.0,0.0,0.0,,59,47,,,,,,
425,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-01,6.04,0.12,0.0,0.0,,70,54,1.0,,,,,1.0
426,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-02,11.41,0.0,0.0,0.0,,64,35,,,,,,
427,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-03,8.28,0.0,0.0,0.0,,39,24,,,,,,
428,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-04,8.95,0.0,0.0,0.0,,30,17,,,,,,
429,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-05,5.37,0.0,0.0,0.0,,37,14,,,,,,
430,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-06,3.36,0.0,0.0,0.0,,45,26,,,,,,
431,USW00094728,"NY CITY CENTRAL PARK, NY US",2017-03-07,4.25,0.1,0.0,0.0,,56,42,1.0,,,,,
